InvoiceNo,StockCode,Description,Category,Quantity,UnitPrice,Revenue,InvoiceDate,CustomerID,Country
530572,85049E,SCANDINAVIAN REDS RIBBONS,Other Homeware,3,1.25,3.75,2010-11-03 14:32:00,14667,United Kingdom
530572,10123C,HEARTS WRAPPING TAPE,Home Decor,13,0.65,8.450000000000001,2010-11-03 14:32:00,14667,United Kingdom
530572,21034,REX CASH+CARRY JUMBO SHOPPER,Other Homeware,2,0.95,1.9,2010-11-03 14:32:00,14667,United Kingdom
530575,21755,LOVE BUILDING BLOCK WORD,Other Homeware,2,5.95,11.9,2010-11-03 14:36:00,16033,United Kingdom
530588,22630,DOLLY GIRL LUNCH BOX,Bags & Storage,64,1.65,105.6,2010-11-03 14:52:00,15481,Norway
530588,22483,RED GINGHAM TEDDY BEAR,Other Homeware,12,2.95,35.400000000000006,2010-11-03 14:52:00,15481,Norway
530613,22077,6 RIBBONS RUSTIC CHARM,Other Homeware,12,1.65,19.799999999999997,2010-11-03 15:46:00,15628,United Kingdom
530613,22602,CHRISTMAS RETROSPOT HEART WOOD,Christmas & Seasonal,24,0.85,20.4,2010-11-03 15:46:00,15628,United Kingdom
530631,22633,HAND WARMER UNION JACK,Other Homeware,4,2.1,8.4,2010-11-03 16:05:00,16775,United Kingdom
530631,22178,VICTORIAN GLASS HANGING T-LIGHT,Lighting & Candles,6,1.25,7.5,2010-11-03 16:05:00,16775,United Kingdom
530631,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Lighting & Candles,3,2.95,8.850000000000001,2010-11-03 16:05:00,16775,United Kingdom
530631,22574,HEART WOODEN CHRISTMAS DECORATION,Christmas & Seasonal,10,0.85,8.5,2010-11-03 16:05:00,16775,United Kingdom
530647,22828,REGENCY MIRROR WITH SHUTTERS,Home Decor,2,145.0,290.0,2010-11-04 08:39:00,15270,United Kingdom
530652,21159,MOODY BOY  DOOR HANGER,Other Homeware,1,3.36,3.36,2010-11-04 09:38:00,,United Kingdom
530652,35968,FOLK ART METAL HEART T-LIGHT HOLDER,Lighting & Candles,1,1.66,1.66,2010-11-04 09:38:00,,United Kingdom
530652,85175,CACTI T-LIGHT CANDLES,Lighting & Candles,1,13.57,13.57,2010-11-04 09:38:00,,United Kingdom
530654,18098c,PORCELAIN BUTTERFLY OIL BURNER,Other Homeware,12,5.06,60.72,2010-11-04 09:41:00,,United Kingdom
530654,22625,RED KITCHEN SCALES,Kitchen & Dining,1,16.98,16.98,2010-11-04 09:41:00,,United Kingdom
530657,21903,MAN FLU METAL SIGN,Home Decor,1,2.1,2.1,2010-11-04 10:13:00,12933,United Kingdom
530657,21851,LILAC DIAMANTE PEN IN GIFT BOX,Stationery & Paper,1,4.95,4.95,2010-11-04 10:13:00,12933,United Kingdom
530657,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,Garden & Outdoor,1,2.95,2.95,2010-11-04 10:13:00,12933,United Kingdom
530657,22556,PLASTERS IN TIN CIRCUS PARADE,Bags & Storage,2,1.65,3.3,2010-11-04 10:13:00,12933,United Kingdom
530659,21169,YOU'RE CONFUSING ME METAL SIGN,Home Decor,12,1.69,20.28,2010-11-04 10:26:00,15073,United Kingdom
530661,22443,GROW YOUR OWN HERBS SET OF 3,Other Homeware,20,6.75,135.0,2010-11-04 10:37:00,14911,EIRE
530663,22594,CHRISTMAS GINGHAM TREE,Christmas & Seasonal,12,0.85,10.2,2010-11-04 10:43:00,15255,United Kingdom
530750,21733,RED HANGING HEART T-LIGHT HOLDER,Lighting & Candles,3,2.95,8.850000000000001,2010-11-04 11:55:00,16782,United Kingdom
530753,84029E,RED WOOLLY HOTTIE WHITE HEART.,Home Decor,12,3.75,45.0,2010-11-04 11:56:00,12949,United Kingdom
530753,21172,PARTY METAL SIGN,Home Decor,12,1.45,17.4,2010-11-04 11:56:00,12949,United Kingdom
530785,21990,MODERN FLORAL STATIONERY SET,Other Homeware,6,2.95,17.700000000000003,2010-11-04 12:09:00,17702,United Kingdom
530785,22556,PLASTERS IN TIN CIRCUS PARADE,Bags & Storage,12,1.65,19.799999999999997,2010-11-04 12:09:00,17702,United Kingdom
530792,22556,PLASTERS IN TIN CIRCUS PARADE,Bags & Storage,12,1.65,19.799999999999997,2010-11-04 12:17:00,15332,Lithuania
530792,35648,VINTAGE BEAD PINK PURSE,Jewellery & Accessories,12,2.95,35.400000000000006,2010-11-04 12:17:00,15332,Lithuania
530792,22147,FELTCRAFT BUTTERFLY HEARTS,Home Decor,24,1.45,34.8,2010-11-04 12:17:00,15332,Lithuania
530793,22818,CARD CHRISTMAS VILLAGE,Christmas & Seasonal,12,0.42,5.04,2010-11-04 12:18:00,15910,United Kingdom
530796,47599A,PINK PARTY BAGS,Bags & Storage,2,2.1,4.2,2010-11-04 12:27:00,16391,United Kingdom
530796,20982,12 PENCILS TALL TUBE SKULLS,Stationery & Paper,1,0.85,0.85,2010-11-04 12:27:00,16391,United Kingdom
530796,21260,FIRST AID TIN,Bags & Storage,1,3.25,3.25,2010-11-04 12:27:00,16391,United Kingdom
530796,20698,LITTLE PINK MONSTER SOFT TOY,Toys & Children,1,2.55,2.55,2010-11-04 12:27:00,16391,United Kingdom
530796,22632,HAND WARMER RED RETROSPOT,Other Homeware,2,2.1,4.2,2010-11-04 12:27:00,16391,United Kingdom
530801,21143,ANTIQUE GLASS HEART DECORATION,Home Decor,2,1.95,3.9,2010-11-04 12:39:00,17287,United Kingdom
530801,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,12,1.69,20.28,2010-11-04 12:39:00,17287,United Kingdom
530801,22482,BLUE TEA TOWEL CLASSIC DESIGN,Home Decor,1,1.25,1.25,2010-11-04 12:39:00,17287,United Kingdom
530809,22738,RIBBON REEL SNOWY VILLAGE,Other Homeware,4,1.65,6.6,2010-11-04 13:02:00,13772,United Kingdom
530809,21929,JUMBO BAG PINK VINTAGE PAISLEY,Bags & Storage,1,1.95,1.95,2010-11-04 13:02:00,13772,United Kingdom
530810,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,16,1.69,27.04,2010-11-04 13:03:00,16327,United Kingdom
530810,22355,CHARLOTTE BAG SUKI DESIGN,Bags & Storage,5,0.85,4.25,2010-11-04 13:03:00,16327,United Kingdom
530810,85130A,BEADED PEARL HEART WHITE LARGE,Home Decor,3,1.65,4.949999999999999,2010-11-04 13:03:00,16327,United Kingdom
530811,82567,"AIRLINE LOUNGE,METAL SIGN",Home Decor,1,2.1,2.1,2010-11-04 13:04:00,13137,United Kingdom
530811,21213,PACK OF 72 SKULL CAKE CASES,Kitchen & Dining,2,0.55,1.1,2010-11-04 13:04:00,13137,United Kingdom
530811,21908,CHOCOLATE THIS WAY METAL SIGN,Home Decor,1,2.1,2.1,2010-11-04 13:04:00,13137,United Kingdom
530818,22907,PACK OF 20 NAPKINS PANTRY DESIGN,Kitchen & Dining,2,0.85,1.7,2010-11-04 13:14:00,13772,United Kingdom
530818,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,Kitchen & Dining,4,2.95,11.8,2010-11-04 13:14:00,13772,United Kingdom
530828,21524,DOORMAT SPOTTY HOME SWEET HOME,Home Decor,4,7.95,31.8,2010-11-04 13:30:00,15601,United Kingdom
530830,47590B,PINK HAPPY BIRTHDAY BUNTING,Bags & Storage,1,5.45,5.45,2010-11-04 13:32:00,15580,United Kingdom
530834,22633,HAND WARMER UNION JACK,Other Homeware,24,2.1,50.400000000000006,2010-11-04 13:46:00,16546,United Kingdom
530834,21889,WOODEN BOX OF DOMINOES,Bags & Storage,24,1.25,30.0,2010-11-04 13:46:00,16546,United Kingdom
530840,84884A,ANT WHITE WIRE HEART SPIRAL,Home Decor,30,3.39,101.7,2010-11-04 14:11:00,16563,United Kingdom
530840,22217,T-LIGHT HOLDER HANGING LACE,Lighting & Candles,12,1.25,15.0,2010-11-04 14:11:00,16563,United Kingdom
530840,22114,HOT WATER BOTTLE TEA AND SYMPATHY,Kitchen & Dining,4,3.95,15.8,2010-11-04 14:11:00,16563,United Kingdom
530840,22835,HOT WATER BOTTLE I AM SO POORLY,Kitchen & Dining,4,4.65,18.6,2010-11-04 14:11:00,16563,United Kingdom
530843,22697,GREEN REGENCY TEACUP AND SAUCER,Kitchen & Dining,6,2.95,17.700000000000003,2010-11-04 14:21:00,14895,United Kingdom
530843,22139,RETROSPOT TEA SET CERAMIC 11 PC,Other Homeware,15,4.95,74.25,2010-11-04 14:21:00,14895,United Kingdom
530846,21070,VINTAGE BILLBOARD MUG,Kitchen & Dining,6,1.25,7.5,2010-11-04 14:26:00,17977,United Kingdom
530847,20768,GREEN FERN JOURNAL,Stationery & Paper,1,2.55,2.55,2010-11-04 14:39:00,16707,United Kingdom
530850,21328,BALLOONS  WRITING SET,Bags & Storage,1,3.36,3.36,2010-11-04 14:49:00,,United Kingdom
530850,22379,RECYCLING BAG RETROSPOT,Bags & Storage,2,4.21,8.42,2010-11-04 14:49:00,,United Kingdom
530850,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,Bags & Storage,1,7.62,7.62,2010-11-04 14:49:00,,United Kingdom
530850,22093,MOTORING TISSUE BOX,Jewellery & Accessories,1,2.51,2.51,2010-11-04 14:49:00,,United Kingdom
530850,22867,HAND WARMER BIRD DESIGN,Home Decor,1,4.21,4.21,2010-11-04 14:49:00,,United Kingdom
530850,21001,ROSE DU SUD WASHBAG,Bags & Storage,1,4.21,4.21,2010-11-04 14:49:00,,United Kingdom
530850,20975,12 PENCILS SMALL TUBE RED RETROSPOT,Stationery & Paper,2,1.28,2.56,2010-11-04 14:49:00,,United Kingdom
530850,22356,CHARLOTTE BAG PINK POLKADOT,Bags & Storage,3,1.66,4.9799999999999995,2010-11-04 14:49:00,,United Kingdom
530850,22104,MIRROR MOSAIC CANDLE PLATE,Kitchen & Dining,1,1.66,1.66,2010-11-04 14:49:00,,United Kingdom
530850,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,Lighting & Candles,2,3.36,6.72,2010-11-04 14:49:00,,United Kingdom
530850,22327,ROUND SNACK BOXES SET OF 4 SKULLS,Other Homeware,1,5.91,5.91,2010-11-04 14:49:00,,United Kingdom
530850,21803,CHRISTMAS TREE STAR DECORATION,Christmas & Seasonal,30,0.43,12.9,2010-11-04 14:49:00,,United Kingdom
530885,21987,PACK OF 6 SKULL PAPER CUPS,Kitchen & Dining,7,0.65,4.55,2010-11-04 15:07:00,14085,United Kingdom
530902,82600,NO SINGING METAL SIGN,Home Decor,2,2.1,4.2,2010-11-04 15:13:00,14099,United Kingdom
530905,22865,HAND WARMER OWL DESIGN,Home Decor,24,2.1,50.400000000000006,2010-11-04 15:30:00,17091,United Kingdom
530912,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,Christmas & Seasonal,10,1.65,16.5,2010-11-04 15:58:00,17049,United Kingdom
530922,22563,HAPPY STENCIL CRAFT,Other Homeware,72,1.06,76.32000000000001,2010-11-04 16:37:00,14676,United Kingdom
530925,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Christmas & Seasonal,6,2.95,17.700000000000003,2010-11-04 16:50:00,16861,United Kingdom
530925,22377,BOTTLE BAG RETROSPOT,Bags & Storage,5,2.1,10.5,2010-11-04 16:50:00,16861,United Kingdom
530927,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,Kitchen & Dining,4,1.45,5.8,2010-11-04 16:51:00,18181,United Kingdom
530927,22078,RIBBON REEL LACE DESIGN,Home Decor,2,2.1,4.2,2010-11-04 16:51:00,18181,United Kingdom
530928,22457,NATURAL SLATE HEART CHALKBOARD,Home Decor,3,2.95,8.850000000000001,2010-11-04 16:58:00,17576,United Kingdom
530932,22488,NATURAL SLATE RECTANGLE CHALKBOARD,Stationery & Paper,78,1.45,113.1,2010-11-04 17:10:00,18087,United Kingdom
530948,22457,NATURAL SLATE HEART CHALKBOARD,Home Decor,1,2.95,2.95,2010-11-04 18:03:00,,United Kingdom
530953,21217,RED RETROSPOT ROUND CAKE TINS,Bags & Storage,2,9.95,19.9,2010-11-04 18:42:00,18168,United Kingdom
530955,22630,DOLLY GIRL LUNCH BOX,Bags & Storage,12,1.95,23.4,2010-11-04 18:48:00,16128,United Kingdom
530958,84029E,RED WOOLLY HOTTIE WHITE HEART.,Home Decor,4,3.75,15.0,2010-11-04 18:54:00,16228,United Kingdom
530961,22560,TRADITIONAL MODELLING CLAY,Other Homeware,24,1.25,30.0,2010-11-04 19:03:00,14060,United Kingdom
530966,22537,MAGIC DRAWING SLATE DINOSAUR,Other Homeware,24,0.42,10.08,2010-11-05 08:27:00,12433,Norway
530966,22726,ALARM CLOCK BAKELIKE GREEN,Home Decor,4,3.75,15.0,2010-11-05 08:27:00,12433,Norway
530970,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",Other Homeware,8,4.95,39.6,2010-11-05 09:35:00,12477,Germany
530970,21524,DOORMAT SPOTTY HOME SWEET HOME,Home Decor,20,6.75,135.0,2010-11-05 09:35:00,12477,Germany
530974,21821,GLITTER STAR GARLAND WITH BELLS,Party & Celebration,6,3.75,22.5,2010-11-05 10:15:00,14882,United Kingdom
531000,21497,FANCY FONTS BIRTHDAY WRAP,Stationery & Paper,25,0.42,10.5,2010-11-05 11:30:00,16455,United Kingdom
531002,22192,BLUE DINER WALL CLOCK,Home Decor,1,8.5,8.5,2010-11-05 11:32:00,14527,United Kingdom
531002,22847,BREAD BIN DINER STYLE IVORY,Other Homeware,1,16.95,16.95,2010-11-05 11:32:00,14527,United Kingdom
531003,21578,WOODLAND DESIGN  COTTON TOTE BAG,Bags & Storage,2,2.25,4.5,2010-11-05 11:34:00,15584,United Kingdom
531004,21156,RETROSPOT CHILDRENS APRON,Toys & Children,8,1.95,15.6,2010-11-05 11:36:00,16133,United Kingdom
531006,22867,HAND WARMER BIRD DESIGN,Home Decor,12,2.1,25.200000000000003,2010-11-05 11:37:00,16048,United Kingdom
531010,21232,STRAWBERRY CERAMIC TRINKET BOX,Other Homeware,72,1.06,76.32000000000001,2010-11-05 11:42:00,12406,Denmark
531010,70007,HI TEC ALPINE HAND WARMER,Other Homeware,30,0.79,23.700000000000003,2010-11-05 11:42:00,12406,Denmark
531027,90176D,DIAMANTE NECKLACE PURPLE,Jewellery & Accessories,1,7.5,7.5,2010-11-05 11:49:00,13118,United Kingdom
531028,15056BL,EDWARDIAN PARASOL BLACK,Garden & Outdoor,3,5.95,17.85,2010-11-05 11:49:00,12712,Germany
531036,16237,SLEEPING CAT ERASERS,Other Homeware,1,0.43,0.43,2010-11-05 11:58:00,,United Kingdom
531036,21349,IVY HEART WREATH,Home Decor,1,13.57,13.57,2010-11-05 11:58:00,,United Kingdom
531036,21891,TRADITIONAL WOODEN SKIPPING ROPE,Other Homeware,2,2.51,5.02,2010-11-05 11:58:00,,United Kingdom
531036,22801,ANTIQUE GLASS PEDESTAL BOWL,Kitchen & Dining,1,7.62,7.62,2010-11-05 11:58:00,,United Kingdom
531036,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,Christmas & Seasonal,2,5.06,10.12,2010-11-05 11:58:00,,United Kingdom
531036,22156,HEART DECORATION WITH PEARLS,Home Decor,1,1.66,1.66,2010-11-05 11:58:00,,United Kingdom
531036,85131B,BEADED CRYSTAL HEART GREEN ON STICK,Home Decor,1,0.85,0.85,2010-11-05 11:58:00,,United Kingdom
531036,22603,CHRISTMAS RETROSPOT TREE WOOD,Christmas & Seasonal,2,1.66,3.32,2010-11-05 11:58:00,,United Kingdom
531043,85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,Lighting & Candles,1,4.25,4.25,2010-11-05 12:00:00,13646,United Kingdom
531055,79321,CHILLI LIGHTS,Lighting & Candles,2,4.95,9.9,2010-11-05 12:06:00,12841,United Kingdom
531115,20668,DISCO BALL CHRISTMAS DECORATION,Christmas & Seasonal,48,0.12,5.76,2010-11-05 12:43:00,12748,United Kingdom
531129,21055,TOOL BOX SOFT TOY,Toys & Children,2,8.95,17.9,2010-11-05 13:31:00,13836,United Kingdom
531130,21485,RETROSPOT HEART HOT WATER BOTTLE,Kitchen & Dining,3,4.95,14.850000000000001,2010-11-05 13:42:00,13615,United Kingdom
531130,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchen & Dining,24,0.55,13.200000000000001,2010-11-05 13:42:00,13615,United Kingdom
531131,22585,PACK OF 6 BIRDY GIFT TAGS,Garden & Outdoor,12,1.25,15.0,2010-11-05 13:55:00,12749,United Kingdom
531135,35471D,SET OF 3 BIRD LIGHT PINK FEATHER,Lighting & Candles,2,1.25,2.5,2010-11-05 14:09:00,16919,United Kingdom
531138,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,Home Decor,12,5.95,71.4,2010-11-05 14:09:00,13089,United Kingdom
531135,48185,DOORMAT FAIRY CAKE,Kitchen & Dining,2,7.95,15.9,2010-11-05 14:09:00,16919,United Kingdom
531189,79321,CHILLI LIGHTS,Lighting & Candles,12,4.95,59.400000000000006,2010-11-05 15:07:00,13996,United Kingdom
531190,22398,MAGNETS PACK OF 4 SWALLOWS,Other Homeware,12,1.25,15.0,2010-11-05 15:08:00,12480,Germany
531202,21623,VINTAGE UNION JACK MEMOBOARD,Other Homeware,120,8.5,1020.0,2010-11-05 15:21:00,17389,United Kingdom
531207,22670,FRENCH WC SIGN BLUE METAL,Home Decor,12,1.25,15.0,2010-11-05 16:00:00,13154,United Kingdom
531210,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,Kitchen & Dining,2,2.95,5.9,2010-11-05 16:07:00,13263,United Kingdom
531221,22666,RECIPE BOX PANTRY YELLOW DESIGN,Home Decor,6,2.95,17.700000000000003,2010-11-05 16:27:00,12450,Spain
531227,21833,CAMOUFLAGE LED TORCH,Other Homeware,6,1.69,10.14,2010-11-05 16:42:00,14825,United Kingdom
531227,85199S,SMALL HANGING IVORY/RED WOOD BIRD,Home Decor,5,0.42,2.1,2010-11-05 16:42:00,14825,United Kingdom
531232,51014C,"FEATHER PEN,COAL BLACK",Stationery & Paper,12,0.85,10.2,2010-11-05 17:30:00,,EIRE
531240,22379,RECYCLING BAG RETROSPOT,Bags & Storage,10,2.1,21.0,2010-11-07 10:43:00,16746,United Kingdom
531240,85099F,JUMBO BAG STRAWBERRY,Bags & Storage,10,1.95,19.5,2010-11-07 10:43:00,16746,United Kingdom
531246,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,Kitchen & Dining,2,3.75,7.5,2010-11-07 10:56:00,13259,United Kingdom
531247,84946,ANTIQUE SILVER TEA GLASS ETCHED,Other Homeware,6,1.25,7.5,2010-11-07 10:57:00,16923,United Kingdom
531248,21098,CHRISTMAS TOILET ROLL,Christmas & Seasonal,10,1.25,12.5,2010-11-07 10:59:00,16444,United Kingdom
531255,22599,CHRISTMAS MUSICAL ZINC STAR,Christmas & Seasonal,24,0.85,20.4,2010-11-07 11:15:00,12873,United Kingdom
531256,21186,WHITE DOVE HONEYCOMB PAPER GARLAND,Stationery & Paper,12,1.65,19.799999999999997,2010-11-07 11:20:00,18245,United Kingdom
531261,22077,6 RIBBONS RUSTIC CHARM,Other Homeware,12,1.65,19.799999999999997,2010-11-07 11:45:00,12951,United Kingdom
531271,21114,LAVENDER SCENTED FABRIC HEART,Home Decor,15,1.25,18.75,2010-11-07 11:52:00,16401,United Kingdom
531279,48173C,DOORMAT BLACK FLOCK,Home Decor,4,7.95,31.8,2010-11-07 11:54:00,17525,United Kingdom
531281,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchen & Dining,7,0.55,3.8500000000000005,2010-11-07 11:55:00,17062,United Kingdom
531302,21889,WOODEN BOX OF DOMINOES,Bags & Storage,2,1.25,2.5,2010-11-07 12:03:00,16904,United Kingdom
531328,21494,ROTATING LEAVES T-LIGHT HOLDER,Bags & Storage,12,1.25,15.0,2010-11-07 12:13:00,13849,United Kingdom
531328,85049G,CHOCOLATE BOX RIBBONS,Other Homeware,12,1.25,15.0,2010-11-07 12:13:00,13849,United Kingdom
531334,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,Lighting & Candles,12,1.25,15.0,2010-11-07 12:35:00,16416,United Kingdom
531335,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,Lighting & Candles,1,4.25,4.25,2010-11-07 12:36:00,17931,United Kingdom
531335,20718,RED RETROSPOT SHOPPER BAG,Bags & Storage,1,1.25,1.25,2010-11-07 12:36:00,17931,United Kingdom
531336,21231,SWEETHEART CERAMIC TRINKET BOX,Home Decor,12,1.25,15.0,2010-11-07 12:37:00,17160,United Kingdom
531343,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,Christmas & Seasonal,12,0.85,10.2,2010-11-07 13:08:00,15044,United Kingdom
531344,20977,36 PENCILS TUBE WOODLAND,Stationery & Paper,2,1.25,2.5,2010-11-07 13:10:00,17218,United Kingdom
531347,47469,ASSORTED SHAPES PHOTO CLIP SILVER,Other Homeware,5,0.65,3.25,2010-11-07 13:21:00,17871,United Kingdom
531348,22746,POPPY'S PLAYHOUSE LIVINGROOM,Toys & Children,1,2.1,2.1,2010-11-07 13:24:00,16931,United Kingdom
531350,22546,MINI JIGSAW PURDEY,Other Homeware,6,0.42,2.52,2010-11-07 13:31:00,12748,United Kingdom
531350,20984,12 PENCILS TALL TUBE POSY,Stationery & Paper,12,0.85,10.2,2010-11-07 13:31:00,12748,United Kingdom
531350,47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,Bags & Storage,4,1.25,5.0,2010-11-07 13:31:00,12748,United Kingdom
531352,84991,60 TEATIME FAIRY CAKE CASES,Kitchen & Dining,2,0.55,1.1,2010-11-07 13:45:00,13137,United Kingdom
531352,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,Kitchen & Dining,1,2.95,2.95,2010-11-07 13:45:00,13137,United Kingdom
531353,22906,12 MESSAGE CARDS WITH ENVELOPES,Stationery & Paper,1,1.65,1.65,2010-11-07 13:47:00,15571,United Kingdom
531358,22617,BAKING SET SPACEBOY DESIGN,Kitchen & Dining,6,4.95,29.700000000000003,2010-11-07 14:12:00,14911,EIRE
531359,22940,FELTCRAFT CHRISTMAS FAIRY,Christmas & Seasonal,3,4.25,12.75,2010-11-07 14:17:00,13276,United Kingdom
531368,21488,RED WHITE SCARF  HOT WATER BOTTLE,Kitchen & Dining,1,3.95,3.95,2010-11-07 15:00:00,16899,United Kingdom
531371,84971S,SMALL HEART FLOWERS HOOK,Home Decor,6,0.85,5.1,2010-11-07 15:31:00,12867,United Kingdom
531371,84991,60 TEATIME FAIRY CAKE CASES,Kitchen & Dining,6,0.55,3.3000000000000003,2010-11-07 15:31:00,12867,United Kingdom
531371,22755,SMALL PURPLE BABUSHKA NOTEBOOK,Stationery & Paper,12,0.85,10.2,2010-11-07 15:31:00,12867,United Kingdom
531371,21870,I CAN ONLY PLEASE ONE PERSON MUG,Kitchen & Dining,18,1.25,22.5,2010-11-07 15:31:00,12867,United Kingdom
531372,21284,RETROSPOT CANDLE  SMALL,Lighting & Candles,12,1.69,20.28,2010-11-07 15:34:00,12476,Germany
531373,22580,ADVENT CALENDAR GINGHAM SACK,Christmas & Seasonal,2,5.95,11.9,2010-11-07 15:49:00,15996,United Kingdom
531373,22731,3D CHRISTMAS STAMPS STICKERS,Christmas & Seasonal,1,1.25,1.25,2010-11-07 15:49:00,15996,United Kingdom
531375,22477,WATERING CAN GARDEN MARKER,Garden & Outdoor,10,1.25,12.5,2010-11-07 15:52:00,18277,United Kingdom
531378,22442,GROW YOUR OWN FLOWERS SET OF 3,Garden & Outdoor,3,7.95,23.85,2010-11-07 15:58:00,13564,United Kingdom
531378,84247N,PACK/12 BLUE FOLKART CARDS,Stationery & Paper,1,2.95,2.95,2010-11-07 15:58:00,13564,United Kingdom
531378,22652,TRAVEL SEWING KIT,Other Homeware,5,1.65,8.25,2010-11-07 15:58:00,13564,United Kingdom
531379,35913B,WHITE/PINK CHICK EASTER DECORATION,Christmas & Seasonal,1,0.85,0.85,2010-11-07 16:03:00,13649,United Kingdom
531380,21815,STAR  T-LIGHT HOLDER,Lighting & Candles,12,1.45,17.4,2010-11-07 16:19:00,13884,United Kingdom
531382,21874,GIN AND TONIC MUG,Kitchen & Dining,2,1.25,2.5,2010-11-07 16:29:00,16549,United Kingdom
531382,22834,HAND WARMER BABUSHKA DESIGN,Home Decor,2,2.1,4.2,2010-11-07 16:29:00,16549,United Kingdom
531382,21080,SET/20 RED RETROSPOT PAPER NAPKINS,Kitchen & Dining,2,0.85,1.7,2010-11-07 16:29:00,16549,United Kingdom
531382,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,Christmas & Seasonal,3,0.85,2.55,2010-11-07 16:29:00,16549,United Kingdom
531382,21486,PINK HEART DOTS HOT WATER BOTTLE,Kitchen & Dining,1,3.75,3.75,2010-11-07 16:29:00,16549,United Kingdom
531382,22157,ANGEL DECORATION WITH LACE PADDED,Home Decor,5,0.85,4.25,2010-11-07 16:29:00,16549,United Kingdom
531382,22571,ROCKING HORSE RED CHRISTMAS,Christmas & Seasonal,2,0.85,1.7,2010-11-07 16:29:00,16549,United Kingdom
531382,22755,SMALL PURPLE BABUSHKA NOTEBOOK,Stationery & Paper,1,0.85,0.85,2010-11-07 16:29:00,16549,United Kingdom
531382,21154,RED RETROSPOT OVEN GLOVE,Jewellery & Accessories,4,1.25,5.0,2010-11-07 16:29:00,16549,United Kingdom
531382,22595,CHRISTMAS GINGHAM HEART,Christmas & Seasonal,3,0.85,2.55,2010-11-07 16:29:00,16549,United Kingdom
531383,22312,OFFICE MUG WARMER POLKADOT,Kitchen & Dining,1,2.95,2.95,2010-11-07 17:40:00,,United Kingdom
531383,71459,HANGING JAM JAR T-LIGHT HOLDER,Bags & Storage,12,0.85,10.2,2010-11-07 17:40:00,,United Kingdom
531387,22149,FELTCRAFT 6 FLOWER FRIENDS,Garden & Outdoor,1,4.21,4.21,2010-11-08 09:20:00,,United Kingdom
531387,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,8,3.19,25.52,2010-11-08 09:20:00,,United Kingdom
531387,20676,RED RETROSPOT BOWL,Kitchen & Dining,4,2.51,10.04,2010-11-08 09:20:00,,United Kingdom
531387,22732,3D VINTAGE CHRISTMAS STICKERS,Christmas & Seasonal,1,2.51,2.51,2010-11-08 09:20:00,,United Kingdom
531387,21791,VINTAGE HEADS AND TAILS CARD GAME,Stationery & Paper,2,2.51,5.02,2010-11-08 09:20:00,,United Kingdom
531387,21832,CHOCOLATE CALCULATOR,Other Homeware,1,3.36,3.36,2010-11-08 09:20:00,,United Kingdom
531387,22620,4 TRADITIONAL SPINNING TOPS,Other Homeware,1,2.51,2.51,2010-11-08 09:20:00,,United Kingdom
531387,22419,LIPSTICK PEN RED,Stationery & Paper,2,0.85,1.7,2010-11-08 09:20:00,,United Kingdom
531387,21843,RED RETROSPOT CAKE STAND,Kitchen & Dining,1,21.23,21.23,2010-11-08 09:20:00,,United Kingdom
531390,82482,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,6,2.55,15.299999999999999,2010-11-08 09:51:00,12892,United Kingdom
531426,20972,PINK CREAM FELT CRAFT TRINKET BOX,Other Homeware,12,1.25,15.0,2010-11-08 10:51:00,12778,Netherlands
